pid,class,role
48479020,1,train
48483010,2,train
48524020,2,train
48585020,2,train
48624040,2,train
48686020,2,train
48823010,2,train
48868010,2,train
48938010,2,train
48995010,2,train
49137011,2,train
49229010,2,train
49233030,2,train
49531020,2,train
49542010,2,train
49542040,2,train
49701030,2,train
50143010,2,train
50156010,2,train
50176040,2,train
50235020,1,train
50237010,2,train
50243010,2,train
50365030,2,train
50412010,2,train
50412020,2,train
50428020,2,train
50452020,2,train
50456010,1,train
50473021,1,train
50528030,2,train
50583020,2,train
50583030,2,train
50600020,2,train
50601010,2,train
50606010,2,train
50631020,2,train
50631030,2,train
50746010,2,train
50803010,2,train
50825042,2,train
50853010,2,train
50853020,2,train
50885010,2,train
50885011,2,train
50890010,2,train
50997020,2,train
51098020,2,train
51185010,2,train
51217040,1,train
51228020,2,train
51244020,2,train
51273010,2,train
51302010,1,train
51308030,2,train
51417030,2,train
51476020,2,train
51596020,2,train
51680010,1,train
51752010,2,train
51752040,1,train
51991010,2,train
52010010,2,train
52082010,2,train
52277010,2,train
52281010,2,train
52362010,2,train
52414010,2,train
52509030,2,train
52904030,2,train
53279010,2,train
53352020,2,train
53782010,2,train
53782020,2,train
53846010,1,train
53910010,2,train
54082010,2,train
54098020,2,train
54098030,2,train
54111030,2,train
54129010,2,train
54479012,2,train
54509030,2,train
54514010,2,train
54534010,2,train
54540020,2,train
54620010,2,train
54763010,2,train
54829010,2,train
54829020,2,train
54859010,2,train
55000040,2,train
55276010,1,train
55570010,2,train
55625010,2,train
55721020,2,train
55975020,2,train
56061020,2,train
56162030,2,train
56211040,2,train
56492010,2,train
56550010,2,train
56550040,1,train
56639010,2,train
56651011,2,train
56747010,2,train
56747020,2,train
56754010,2,train
57093010,2,train
57227010,2,train
57669040,2,train
57714040,2,train
57894010,2,train
57976040,2,train
58120040,2,train
58384020,2,train
58384030,2,train
58609031,2,train
58802011,2,train
59036010,2,train
59051020,2,train
59144020,2,train
59272010,1,train
59300020,2,train
59346020,2,train
59795030,1,train
60146010,1,train
60273010,2,train
60293020,1,train
60296020,2,train
60304040,2,train
60314020,2,train
60637010,2,train
60637041,2,train
60771040,2,train
60874010,2,train
60923020,2,train
60969010,2,train
61402011,2,train
62002010,1,train
62092010,1,train
62157010,2,train
62183010,2,train
62890010,2,train
63300020,2,train
64399010,1,train
65182020,2,train
65878040,2,train
71012010,2,train
71054020,1,train
71203010,2,train
71265040,2,train
71402010,2,train
71402020,2,train
71487010,1,train
71792030,2,train
71861010,2,train
71987020,1,train
71989040,2,train
72106010,2,train
72274010,2,train
72308010,2,train
72353010,2,train
72386010,2,train
72386040,2,train
72857010,2,train
72857020,2,train
72950040,2,train
73030010,2,train
73056010,2,train
73162020,2,train
73323020,2,train
73393010,2,train
73579020,2,train
73757010,2,train
73982010,2,train
74265010,2,train
74265020,2,train
74266040,2,train
74272010,2,train
74319010,2,train
74459010,2,train
74477040,2,train
74507010,2,train
74507040,2,train
75412020,2,train
75475030,2,train
75493010,2,train
75664010,2,train
75747010,2,train
75971010,2,train
76013040,2,train
76111020,2,train
76285010,2,train
76338010,2,train
76438010,2,train
76438020,2,train
76471010,2,train
76506020,2,train
76648020,2,train
76697010,2,train
76697040,2,train
76753010,2,train
76824010,2,train
77066010,2,train
77354010,2,train
77470040,1,train
77557020,2,train
77566020,2,train
77595010,2,train
77718030,2,train
77772010,2,train
77912010,2,train
77912040,2,train
77931010,2,train
77969010,2,train
78044040,2,train
78112020,2,train
78133010,2,train
78481020,2,train
78509010,2,train
78687030,2,train
78987020,2,train
79002020,2,train
79073010,2,train
79073020,2,train
79497010,2,train
79752020,2,train
79760010,2,train
79825010,2,train
79826010,2,train
79867020,2,train
79869010,2,train
79882010,2,train
79899040,2,train
79996030,2,train
80229030,2,train
80305010,2,train
80398030,2,train
80535041,2,train
80661020,2,train
80672020,2,train
81164010,2,train
81521010,2,train
81522010,2,train
81553010,2,train
81756030,1,train
81821010,2,train
81834010,2,train
81929020,1,train
81959010,2,train
82147020,2,train
82161010,1,train
82179020,2,train
82213020,2,train
82401010,2,train
82440011,2,train
82483010,1,train
82551010,2,train
82778010,2,train
82814030,2,train
82935040,2,train
82952010,2,train
83051010,2,train
83051020,2,train
83494020,2,train
83692020,2,train
83904010,1,train
83977010,2,train
84149040,2,train
84257030,2,train
84267020,2,train
84399010,2,train
84501010,2,train
84535010,2,train
84648010,2,train
84709040,1,train
84878020,2,train
84993010,2,train
85002010,2,train
85010020,2,train
85066011,2,train
85443010,2,train
85604010,2,train
85689010,2,train
85979010,2,train
86486010,2,train
86609020,2,train
86901020,1,train
87061010,2,train
87153011,2,train
87372010,2,train
87372020,2,train
87520020,2,train
87520030,2,train
87641030,1,train
87693010,2,train
88047020,2,train
88121010,2,train
90636010,2,train
90636020,2,train
90685020,2,train
90685030,2,train
90924020,2,train
92623020,2,train
95306030,2,train
97589020,2,train
98097030,2,train
110427010,2,train
110427020,2,train
110498010,2,train
110780010,2,train
110780020,2,train
111502020,2,train
111666020,2,train
112014010,2,train
112014020,2,train
112435010,2,train
112747020,2,train
113245010,2,train
113613020,2,train
113800020,2,train
113833010,2,train
113874010,2,train
114057010,2,train
114057020,2,train
114146010,2,train
114151010,2,train
114293010,2,train
114423010,2,train
114446010,2,train
114475010,2,train
114704010,2,train
114951010,2,train
115842010,2,train
115856010,2,train
115856020,2,train
115858010,2,train
115858020,2,train
115971020,2,train
116031010,2,train
116424010,2,train
116732010,2,train
117608010,1,train
117700020,2,train
118537020,2,train
119072010,1,train
119559010,2,train
119559011,2,train
120085020,2,train
120112010,2,train
120359020,2,train
120990010,2,train
120990020,2,train
121103010,2,train
121386020,2,train
121397010,2,train
121476011,2,train
121638010,2,train
121854010,2,train
122087010,2,train
122087020,2,train
122196010,2,train
122549020,2,train
122703010,2,train
122704010,2,train
122850010,2,train
123255020,2,train
123997020,2,train
124456010,2,train
124483010,2,train
124573010,2,train
124731020,2,train
124773010,2,train
124872010,2,train
124923020,2,train
125050010,2,train
125077020,2,train
125406020,2,train
125528020,2,train
130525010,2,train
130554010,1,train
130654020,2,train
131774010,2,train
131812010,2,train
131926020,2,train
132758010,2,train
132849010,1,train
133581010,2,train
133880020,2,train
133891010,2,train
134189010,2,train
134189020,2,train
134482010,2,train
134997020,2,train
135571010,2,train
135571020,2,train
135681010,2,train
136006010,2,train
136669010,2,train
136669020,2,train
136776010,2,train
137015020,2,train
137183010,2,train
137211010,2,train
137464010,2,train
138539020,2,train
139152010,1,train
139277020,2,train
139606010,2,train
139782010,2,train
139782020,2,train
139852010,2,train
139852020,2,train
139853010,2,train
139920010,2,train
139930020,2,train
140392010,2,train
140590020,2,train
140724010,2,train
140991010,2,train
141041010,2,train
141041020,2,train
141058010,2,train
141058011,2,train
141324010,2,train
141562010,2,train
141665020,2,train
141840010,2,train
141987010,2,train
141987020,2,train
142026020,2,train
142279020,2,train
142349010,2,train
142349020,2,train
142443010,2,train
142446010,2,train
142446020,2,train
142892010,2,train
143233010,2,train
143233020,2,train
143433010,2,train
143462020,2,train
143557010,2,train
144299020,2,train
144378020,2,train
145282010,2,train
145508011,2,train
145670010,2,train
145902010,2,train
145933020,2,train
146240010,2,train
146359020,2,train
146457011,2,train
146720020,2,train
146869020,2,train
147045020,2,train
147164010,2,train
147421010,2,train
147459020,2,train
147799010,2,train
148364020,1,train
148543010,2,train
148714010,2,train
148936010,2,train
149395020,2,train
149503010,2,train
149621010,2,train
150188020,2,train
150190020,2,train
150433010,2,train
150525020,2,train
150990010,1,train
150990020,2,train
151243020,2,train
151331010,2,train
151332010,2,train
151505020,2,train
151582020,2,train
152136020,2,train
152484020,2,train
153375010,2,train
153387020,2,train
154361010,2,train
154511010,2,train
154511020,2,train
154800020,2,train
154973020,2,train
155507010,2,train
155507020,2,train
155764010,2,train
155965010,2,train
156463010,1,train
156463020,2,train
157163020,2,train
157497010,2,train
157738010,2,train
158677010,2,train
160233010,2,train
160292010,2,train
160292020,1,train
160361020,2,train
160899010,2,train
173599010,2,train
173675020,2,train
174268010,2,train
174283010,2,train
174335010,2,train
174971010,2,train
175869010,2,train
176075010,2,train
176075011,2,train
176718010,2,train
177870010,2,train
178095010,2,train
178095020,2,train
178105020,2,train
178194010,2,train
178198010,2,train
179499020,2,train
179767020,2,train
179842010,2,train
179842020,2,train
180170020,2,train
180361010,2,train
182326010,1,train
182735010,2,train
182959010,2,train
182994010,2,train
183251020,2,train
183406010,2,train
183537010,2,train
183731020,1,train
183731021,2,train
183877010,2,train
184271010,2,train
184271020,2,train
184743010,2,train
184830010,2,train
184925010,2,train
185442010,2,train
185578020,2,train
185593010,2,train
185856020,2,train
186112020,2,train
186155010,2,train
186436020,2,train
186438010,2,train
187393020,2,train
187399010,2,train
187522010,2,train
190838020,2,train
200040010,2,train
200068010,1,train
200288020,2,train
200339010,2,train
200339020,2,train
200347010,1,train
200516010,2,train
200520010,2,train
200785010,2,train
200787020,2,train
200789020,1,train
201000020,2,train
201428010,2,train
201467010,2,train
201782020,2,train
201927020,2,train
202034020,1,train
202371020,1,train
202498010,2,train
202514010,2,train
202521020,2,train
202526010,2,train
202541010,1,train
202599010,1,train
202687020,2,train
202939010,1,train
203015010,1,train
203141010,2,train
203389010,2,train
203406020,2,train
203509020,2,train
203740020,1,train
203768010,2,train
203819020,1,train
203952010,2,train
203997020,2,train
204089020,2,train
204104021,2,train
204359020,2,train
204406010,1,train
204618010,2,train
204637020,2,train
204793020,2,train
204928010,2,train
204928020,2,train
205051020,1,train
205061020,2,train
205100020,1,train
205181010,2,train
205196020,2,train
205280010,2,train
205355020,2,train
205458010,2,train
205561020,1,train
205805020,2,train
205863020,2,train
205898020,1,train
206027010,1,train
206027020,1,train
206067020,2,train
206073020,1,train
206103010,2,train
206118010,2,train
206134010,2,train
206178020,2,train
206324020,2,train
206351010,1,train
206514020,1,train
206812010,1,train
206828020,1,train
206834020,2,train
207023010,2,train
207282010,2,train
207335010,1,train
207376010,2,train
207392010,2,train
207407020,2,train
207430020,2,train
207476020,2,train
207506011,2,train
207559020,2,train
207594010,1,train
207603020,2,train
207704020,1,train
207845011,2,train
207880020,2,train
207903020,2,train
208233020,2,train
208580020,2,train
208604010,2,train
208788010,2,train
208788020,1,train
208862020,2,train
208867011,2,train
208867012,2,train
210013010,2,train
210035010,2,train
210086020,2,train
210140010,2,train
210178010,2,train
210255010,1,train
210315010,2,train
210418010,2,train
210510010,1,train
210532010,1,train
210601010,2,train
210624010,2,train
210679010,2,train
210760010,2,train
210760020,2,train
210819010,2,train
210863010,1,train
210868020,2,train
210981010,2,train
211040010,2,train
211047020,2,train
211086010,2,train
211087020,2,train
211117020,2,train
211129010,1,train
211129020,2,train
211206020,2,train
211229010,2,train
211244020,2,train
211302020,2,train
211325020,2,train
211367020,2,train
211370010,1,train
211370020,2,train
211372010,1,train
211425020,1,train
211459020,2,train
211503010,2,train
211568020,2,train
211594010,1,train
211616010,2,train
211632010,1,train
211692010,2,train
211713011,2,train
211814010,2,train
211827010,2,train
211836020,2,train
211881011,2,train
211884021,2,train
211932020,2,train
211944020,2,train
211995020,2,train
211997010,2,train
212033010,2,train
212033020,2,train
212170010,1,train
212226010,2,train
212252020,2,train
212254020,2,train
212292010,2,train
212411010,2,train
212486010,2,train
212501010,2,train
212578010,2,train
212582020,2,train
212779020,2,train
212828010,2,train
212850010,1,train
212861010,2,train
212882020,2,train
212895010,2,train
212969010,2,train
213004010,2,train
213024020,1,train
213034010,2,train
213048020,2,train
213091010,1,train
213106010,2,train
213164010,1,train
213164020,2,train
213192010,2,train
213226010,2,train
213235020,2,train
213242010,2,train
213245020,2,train
213276010,1,train
213280020,2,train
213288010,2,train
213315010,2,train
213331010,2,train
213333020,2,train
213349010,2,train
213353020,2,train
213369010,2,train
213371010,2,train
213377010,1,train
213378010,2,train
213416010,2,train
500007010,2,train
500019010,2,train
500029020,2,train
500031020,2,train
500032010,2,train
500032020,2,train
500035010,2,train
500042010,1,train
500042020,2,train
500044010,2,train
500078010,2,train
500085020,2,train
500086010,2,train
500086020,2,train
500088010,2,train
500091020,2,train
500098020,2,train
500104010,1,train
500106010,2,train
500108010,1,train
500136020,2,train
500139010,2,train
500139020,2,train
500140010,2,train
500168010,2,train
500170020,2,train
500172010,2,train
500177010,1,train
500181010,1,train
500181020,2,train
500208010,2,train
500220010,2,train
500220020,2,train
500225010,2,train
500226010,2,train
500236010,2,train
500244010,2,train
500248020,2,train
500252020,2,train
500253010,2,train
500264010,2,train
500272010,2,train
500273020,2,train
500299010,2,train
500299020,2,train
500306010,2,train
500322010,2,train
500322020,2,train
500324010,2,train
500324020,2,train
500330010,2,train
500332010,2,train
500332020,1,train
500342010,2,train
500344010,2,train
500345010,2,train
500364011,1,train
500371010,2,train
500402020,2,train
500404010,2,train
500404020,2,train
500406020,2,train
500407010,2,train
500407020,2,train
500418010,2,train
500426020,2,train
500431020,1,train
500442020,2,train
500444020,2,train
500452010,2,train
500457010,2,train
500459010,2,train
500466010,2,train
500476010,2,train
500476020,2,train
500491010,2,train
500493010,2,train
500494020,1,train
500495010,2,train
500499010,2,train
500503010,2,train
500505010,2,train
500510020,2,train
500512020,2,train
500537020,2,train
500543010,2,train
500545010,2,train
500569010,2,train
500576010,2,train
500579010,2,train
500590010,2,train
500596010,2,train
500608010,2,train
500609010,2,train
500611010,2,train
500613020,2,train
500618020,2,train
500622010,2,train
500640010,2,train
500645020,2,train
500654010,2,train
500655020,2,train
500662010,2,train
500662020,2,train
500663020,2,train
500667010,2,train
500676020,2,train
500678010,2,train
500678020,2,train
500697010,2,train
500699020,2,train
500706010,2,train
500710020,2,train
500721020,2,train
500722020,2,train
500725010,2,train
500732010,2,train
500735010,2,train
500737010,2,train
500737020,2,train
500741010,2,train
500753020,2,train
500755010,1,train
500756010,2,train
500756020,2,train
500766010,2,train
500766020,2,train
500771020,2,train
500778010,2,train
500778020,2,train
500801020,2,train
500803010,2,train
500803020,2,train
500805020,2,train
500826010,2,train
500856010,2,train
500858010,2,train
500860010,2,train
500870020,2,train
500879010,2,train
500879020,2,train
500882020,2,train
500883020,2,train
500889010,2,train
500895020,2,train
500896010,2,train
500896020,2,train
500899010,2,train
500899020,2,train
500904010,2,train
500919020,2,train
500936020,2,train
500944020,2,train
500950010,2,train
500959010,2,train
500976020,2,train
500977010,2,train
500977020,2,train
500986010,2,train
500993010,2,train
500999010,2,train
501000010,1,train
501009010,2,train
501009020,2,train
501013020,1,train
501016010,2,train
501017010,2,train
501018010,2,train
501028010,2,train
501045020,2,train
501055010,2,train
501072010,2,train
501072020,2,train
501081010,2,train
501082010,2,train
501093010,2,train
501103010,2,train
501103020,2,train
501106010,2,train
501109010,1,train
501109020,2,train
501114010,2,train
501117010,2,train
501122020,2,train
501125010,2,train
501131010,2,train
501131020,2,train
501133010,1,train
501134010,2,train
501134020,2,train
501142020,2,train
501143020,1,train
501144010,2,train
501144020,2,train
501155010,2,train
501167010,2,train
501170010,2,train
501184010,2,train
501185010,2,train
501189010,2,train
501196010,2,train
501206010,2,train
501206020,2,train
501208010,2,train
501208020,2,train
501217010,2,train
501220010,2,train
501223010,2,train
501224010,2,train
501230010,1,train
501231010,2,train
501245010,2,train
501254020,2,train
501255020,2,train
501275010,2,train
501284010,2,train
501288020,2,train
501298010,2,train
501299010,2,train
501299020,2,train
501301020,2,train
501305010,2,train
501324010,2,train
501327010,2,train
501341020,2,train
501347010,2,train
501347020,2,train
501358020,2,train
501360010,1,train
501381010,2,train
501400010,2,train
501402020,2,train
501405010,2,train
501431020,2,train
501433010,2,train
501436020,2,train
501440020,2,train
501472020,2,train
501478010,2,train
501482020,2,train
501491020,2,train
501500020,2,train
501504010,2,train
501504020,2,train
501513010,2,train
501518010,2,train
501519010,2,train
501523010,2,train
501545020,2,train
501546010,2,train
501548020,2,train
501550010,2,train
501556010,2,train
501558020,2,train
501562010,2,train
501573020,2,train
501579010,2,train
501580020,2,train
501596010,2,train
501600010,2,train
501628020,2,train
501632020,2,train
501643010,2,train
501643020,2,train
501663010,2,train
501663020,2,train
501675010,2,train
501676010,1,train
501683020,1,train
501684010,2,train
501686010,2,train
501699020,2,train
501707010,2,train
501710010,2,train
501710020,2,train
501715011,2,train
501716010,2,train
501717020,1,train
501719010,2,train
501734010,1,train
501742010,2,train
501743020,2,train
501747010,2,train
501749011,2,train
501770010,2,train
501781010,2,train
501781020,2,train
501803010,2,train
501833010,2,train
501846010,2,train
501857010,2,train
501857020,2,train
501858010,2,train
501873010,2,train
501876010,2,train
501880011,2,train
501893020,2,train
501895010,2,train
501903010,2,train
501903020,2,train
501912010,2,train
501912020,2,train
501916010,2,train
501931010,2,train
501949010,2,train
501954020,2,train
501961010,1,train
501977010,2,train
501978020,2,train
501979010,2,train
501991010,2,train
501993010,2,train
501999010,2,train
501999020,2,train
502016010,2,train
502021020,2,train
502040010,2,train
502044010,2,train
502054010,2,train
502070010,2,train
502093020,2,train
502113020,2,train
502129010,2,train
502132010,2,train
502149010,2,train
502152010,2,train
502164010,2,train
502172010,1,train
502181020,2,train
502183010,2,train
502183020,2,train
502192020,2,train
502203010,2,train
502206020,2,train
502218010,2,train
502218020,2,train
502233010,2,train
502235020,2,train
502239010,2,train
502245010,2,train
502245020,2,train
502248010,2,train
502263020,2,train
502276010,2,train
502276020,2,train
502295010,2,train
502310010,2,train
502311020,2,train
502334010,2,train
502343010,2,train
502362020,2,train
502369010,2,train
502389020,2,train
502406020,2,train
502412010,2,train
502417010,2,train
502432020,2,train
502433020,2,train
502452010,2,train
502452020,2,train
502465020,2,train
502472010,2,train
502488020,2,train
502505010,2,train
502551020,2,train
502553020,2,train
502554010,2,train
502563010,2,train
502563020,2,train
502565010,2,train
502583010,2,train
502583020,2,train
502591010,1,train
502594010,1,train
502594020,2,train
502600011,2,train
502602010,2,train
502607020,2,train
502627010,2,train
502641020,2,train
502657020,2,train
502663010,2,train
502663020,2,train
502675020,2,train
502686020,2,train
502688010,1,train
502691010,2,train
502698010,2,train
502699020,2,train
502711010,2,train
502723020,2,train
502734010,2,train
502737010,2,train
502749010,2,train
502754010,2,train
502758010,2,train
502759010,2,train
10038010,2,test
10050010,2,test
10109030,2,test
10482010,1,test
10537010,2,test
11141010,2,test
11656010,2,test
12162010,2,test
12235010,2,test
12235040,2,test
12588020,2,test
12611010,2,test
12987020,1,test
13140040,2,test
13208040,2,test
13305030,2,test
13399010,2,test
13635010,2,test
13635020,2,test
13637010,2,test
13637040,2,test
13899041,2,test
13902020,2,test
14092010,1,test
14244020,2,test
14436020,2,test
14436021,2,test
14568010,2,test
14605010,2,test
14756010,2,test
14955040,2,test
14959020,2,test
15225010,2,test
15236010,2,test
15516020,2,test
15536011,2,test
15793010,2,test
15995010,2,test
16048010,2,test
16412020,2,test
16491010,2,test
16660010,2,test
16705010,2,test
16856010,2,test
16870011,2,test
16931030,2,test
17319010,2,test
17520010,2,test
17790040,2,test
17922010,2,test
17933020,2,test
17970020,2,test
18482041,2,test
18686020,2,test
18896040,2,test
18972011,2,test
20248010,2,test
20490011,2,test
20524010,2,test
20678040,2,test
20860020,1,test
20870010,2,test
21192010,2,test
21416040,2,test
21468020,2,test
21583010,1,test
21587040,2,test
21825021,2,test
21835010,2,test
22034010,2,test
22047030,2,test
22243010,2,test
22348010,1,test
22375040,2,test
22388020,2,test
22450010,1,test
22574010,2,test
22911010,2,test
22911020,2,test
23199020,2,test
23597010,2,test
23605020,2,test
23685030,2,test
23754020,2,test
23776010,2,test
24014010,2,test
24014040,2,test
24240020,2,test
24551010,2,test
24582040,2,test
24650030,2,test
24753020,2,test
24884020,2,test
24978020,2,test
25081010,2,test
25557010,2,test
25593040,1,test
30091010,2,test
30790040,2,test
32215010,1,test
32372020,2,test
32443010,2,test
32845010,2,test
32855010,2,test
32859010,2,test
32860020,2,test
32891020,2,test
32956010,2,test
33493010,2,test
33513031,2,test
33533010,2,test
33605020,2,test
34049010,2,test
34095010,2,test
34276010,2,test
34523040,2,test
34524020,2,test
34668010,2,test
34884010,2,test
35008010,2,test
35366010,2,test
36044010,2,test
36142020,2,test
36234010,2,test
36489010,2,test
36495011,2,test
36790020,2,test
36798010,2,test
36832020,2,test
36902010,1,test
37049010,2,test
37057020,2,test
37160010,2,test
37477020,2,test
37547040,1,test
37777010,2,test
37871030,1,test
37989010,2,test
38144010,2,test
38666010,2,test
39010030,2,test
39185010,2,test
39186040,2,test
39437010,2,test
39437040,2,test
39753030,2,test
39775020,1,test
39937010,2,test
39956010,2,test
40388010,2,test
40503010,2,test
40964030,2,test
42001010,1,test
42291010,2,test
42753010,2,test
42753020,2,test
42941020,2,test
43151010,2,test
43459010,2,test
43769010,2,test
44104010,2,test
44169030,1,test
44202020,1,test
44391010,2,test
44535020,2,test
44910010,1,test
45106020,2,test
45107040,2,test
45399010,2,test
45439030,2,test
45509010,2,test
45509020,2,test
